embedding_index,image_path,filename,source_image_A_stem,source_image_B_stem,source_idx_A_in_train_bf,source_idx_B_in_train_bf
8038,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315616_img282038.png,morphed_img315616_img282038.png,img315616,img282038,14201,12655
8039,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315616_img337488.png,morphed_img315616_img337488.png,img315616,img337488,14201,15168
8040,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315616_img496816.png,morphed_img315616_img496816.png,img315616,img496816,14201,22347
8041,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315719_img054553.png,morphed_img315719_img054553.png,img315719,img054553,14206,2422
8042,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315719_img099545.png,morphed_img315719_img099545.png,img315719,img099545,14206,4403
8043,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315719_img282038.png,morphed_img315719_img282038.png,img315719,img282038,14206,12655
8044,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315719_img337488.png,morphed_img315719_img337488.png,img315719,img337488,14206,15168
8045,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315719_img496816.png,morphed_img315719_img496816.png,img315719,img496816,14206,22347
8046,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315892_img054553.png,morphed_img315892_img054553.png,img315892,img054553,14211,2422
8047,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315892_img282038.png,morphed_img315892_img282038.png,img315892,img282038,14211,12655
8048,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315892_img337488.png,morphed_img315892_img337488.png,img315892,img337488,14211,15168
8049,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img315892_img496816.png,morphed_img315892_img496816.png,img315892,img496816,14211,22347
8050,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316315_img099545.png,morphed_img316315_img099545.png,img316315,img099545,14231,4403
8051,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316315_img282038.png,morphed_img316315_img282038.png,img316315,img282038,14231,12655
8052,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316315_img337488.png,morphed_img316315_img337488.png,img316315,img337488,14231,15168
8053,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316315_img496816.png,morphed_img316315_img496816.png,img316315,img496816,14231,22347
8054,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316682_img054553.png,morphed_img316682_img054553.png,img316682,img054553,14256,2422
8055,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316682_img099545.png,morphed_img316682_img099545.png,img316682,img099545,14256,4403
8056,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316682_img282038.png,morphed_img316682_img282038.png,img316682,img282038,14256,12655
8057,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316682_img496816.png,morphed_img316682_img496816.png,img316682,img496816,14256,22347
8058,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316707_img054553.png,morphed_img316707_img054553.png,img316707,img054553,14258,2422
8059,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316707_img099545.png,morphed_img316707_img099545.png,img316707,img099545,14258,4403
8060,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316707_img282038.png,morphed_img316707_img282038.png,img316707,img282038,14258,12655
8061,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316707_img337488.png,morphed_img316707_img337488.png,img316707,img337488,14258,15168
8062,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316809_img054553.png,morphed_img316809_img054553.png,img316809,img054553,14263,2422
8063,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316809_img099545.png,morphed_img316809_img099545.png,img316809,img099545,14263,4403
8064,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316809_img282038.png,morphed_img316809_img282038.png,img316809,img282038,14263,12655
8065,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316809_img337488.png,morphed_img316809_img337488.png,img316809,img337488,14263,15168
8066,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316954_img054553.png,morphed_img316954_img054553.png,img316954,img054553,14274,2422
8067,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316954_img099545.png,morphed_img316954_img099545.png,img316954,img099545,14274,4403
8068,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316954_img282038.png,morphed_img316954_img282038.png,img316954,img282038,14274,12655
8069,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img316954_img496816.png,morphed_img316954_img496816.png,img316954,img496816,14274,22347
8070,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317167_img054553.png,morphed_img317167_img054553.png,img317167,img054553,14281,2422
8071,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317167_img099545.png,morphed_img317167_img099545.png,img317167,img099545,14281,4403
8072,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317167_img282038.png,morphed_img317167_img282038.png,img317167,img282038,14281,12655
8073,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317167_img337488.png,morphed_img317167_img337488.png,img317167,img337488,14281,15168
8074,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317167_img496816.png,morphed_img317167_img496816.png,img317167,img496816,14281,22347
8075,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317220_img054553.png,morphed_img317220_img054553.png,img317220,img054553,14284,2422
8076,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317220_img099545.png,morphed_img317220_img099545.png,img317220,img099545,14284,4403
8077,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317220_img282038.png,morphed_img317220_img282038.png,img317220,img282038,14284,12655
8078,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317220_img337488.png,morphed_img317220_img337488.png,img317220,img337488,14284,15168
8079,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317220_img496816.png,morphed_img317220_img496816.png,img317220,img496816,14284,22347
8080,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317564_img054553.png,morphed_img317564_img054553.png,img317564,img054553,14292,2422
8081,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317564_img282038.png,morphed_img317564_img282038.png,img317564,img282038,14292,12655
8082,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317564_img496816.png,morphed_img317564_img496816.png,img317564,img496816,14292,22347
8083,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317581_img054553.png,morphed_img317581_img054553.png,img317581,img054553,14293,2422
8084,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317581_img099545.png,morphed_img317581_img099545.png,img317581,img099545,14293,4403
8085,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317581_img282038.png,morphed_img317581_img282038.png,img317581,img282038,14293,12655
8086,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317581_img337488.png,morphed_img317581_img337488.png,img317581,img337488,14293,15168
8087,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317791_img054553.png,morphed_img317791_img054553.png,img317791,img054553,14304,2422
8088,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317791_img099545.png,morphed_img317791_img099545.png,img317791,img099545,14304,4403
8089,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317791_img282038.png,morphed_img317791_img282038.png,img317791,img282038,14304,12655
8090,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317791_img337488.png,morphed_img317791_img337488.png,img317791,img337488,14304,15168
8091,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317791_img496816.png,morphed_img317791_img496816.png,img317791,img496816,14304,22347
8092,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img317983_img282038.png,morphed_img317983_img282038.png,img317983,img282038,14313,12655
8093,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318019_img054553.png,morphed_img318019_img054553.png,img318019,img054553,14317,2422
8094,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318019_img099545.png,morphed_img318019_img099545.png,img318019,img099545,14317,4403
8095,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318019_img282038.png,morphed_img318019_img282038.png,img318019,img282038,14317,12655
8096,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318019_img496816.png,morphed_img318019_img496816.png,img318019,img496816,14317,22347
8097,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318184_img054553.png,morphed_img318184_img054553.png,img318184,img054553,14321,2422
8098,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318184_img282038.png,morphed_img318184_img282038.png,img318184,img282038,14321,12655
8099,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318184_img337488.png,morphed_img318184_img337488.png,img318184,img337488,14321,15168
8100,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318184_img496816.png,morphed_img318184_img496816.png,img318184,img496816,14321,22347
8101,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318434_img054553.png,morphed_img318434_img054553.png,img318434,img054553,14329,2422
8102,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318434_img099545.png,morphed_img318434_img099545.png,img318434,img099545,14329,4403
8103,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318434_img282038.png,morphed_img318434_img282038.png,img318434,img282038,14329,12655
8104,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318434_img337488.png,morphed_img318434_img337488.png,img318434,img337488,14329,15168
8105,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318434_img496816.png,morphed_img318434_img496816.png,img318434,img496816,14329,22347
8106,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318732_img054553.png,morphed_img318732_img054553.png,img318732,img054553,14338,2422
8107,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318732_img282038.png,morphed_img318732_img282038.png,img318732,img282038,14338,12655
8108,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318732_img337488.png,morphed_img318732_img337488.png,img318732,img337488,14338,15168
8109,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318732_img496816.png,morphed_img318732_img496816.png,img318732,img496816,14338,22347
8110,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318946_img054553.png,morphed_img318946_img054553.png,img318946,img054553,14349,2422
8111,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318946_img099545.png,morphed_img318946_img099545.png,img318946,img099545,14349,4403
8112,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318946_img337488.png,morphed_img318946_img337488.png,img318946,img337488,14349,15168
8113,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img318946_img496816.png,morphed_img318946_img496816.png,img318946,img496816,14349,22347
8114,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319120_img054553.png,morphed_img319120_img054553.png,img319120,img054553,14356,2422
8115,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319120_img099545.png,morphed_img319120_img099545.png,img319120,img099545,14356,4403
8116,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319120_img282038.png,morphed_img319120_img282038.png,img319120,img282038,14356,12655
8117,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319120_img337488.png,morphed_img319120_img337488.png,img319120,img337488,14356,15168
8118,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319120_img496816.png,morphed_img319120_img496816.png,img319120,img496816,14356,22347
8119,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319308_img054553.png,morphed_img319308_img054553.png,img319308,img054553,14360,2422
8120,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319308_img099545.png,morphed_img319308_img099545.png,img319308,img099545,14360,4403
8121,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319308_img282038.png,morphed_img319308_img282038.png,img319308,img282038,14360,12655
8122,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319308_img337488.png,morphed_img319308_img337488.png,img319308,img337488,14360,15168
8123,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319308_img496816.png,morphed_img319308_img496816.png,img319308,img496816,14360,22347
8124,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319418_img099545.png,morphed_img319418_img099545.png,img319418,img099545,14364,4403
8125,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319418_img337488.png,morphed_img319418_img337488.png,img319418,img337488,14364,15168
8126,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319608_img054553.png,morphed_img319608_img054553.png,img319608,img054553,14373,2422
8127,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319608_img099545.png,morphed_img319608_img099545.png,img319608,img099545,14373,4403
8128,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319608_img282038.png,morphed_img319608_img282038.png,img319608,img282038,14373,12655
8129,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319608_img337488.png,morphed_img319608_img337488.png,img319608,img337488,14373,15168
8130,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319659_img054553.png,morphed_img319659_img054553.png,img319659,img054553,14375,2422
8131,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319659_img099545.png,morphed_img319659_img099545.png,img319659,img099545,14375,4403
8132,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319659_img282038.png,morphed_img319659_img282038.png,img319659,img282038,14375,12655
8133,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319659_img496816.png,morphed_img319659_img496816.png,img319659,img496816,14375,22347
8134,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319680_img054553.png,morphed_img319680_img054553.png,img319680,img054553,14377,2422
8135,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319680_img099545.png,morphed_img319680_img099545.png,img319680,img099545,14377,4403
8136,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319680_img282038.png,morphed_img319680_img282038.png,img319680,img282038,14377,12655
8137,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319680_img337488.png,morphed_img319680_img337488.png,img319680,img337488,14377,15168
8138,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319680_img496816.png,morphed_img319680_img496816.png,img319680,img496816,14377,22347
8139,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319850_img054553.png,morphed_img319850_img054553.png,img319850,img054553,14385,2422
8140,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319850_img099545.png,morphed_img319850_img099545.png,img319850,img099545,14385,4403
8141,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319850_img337488.png,morphed_img319850_img337488.png,img319850,img337488,14385,15168
8142,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319899_img054553.png,morphed_img319899_img054553.png,img319899,img054553,14387,2422
8143,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319899_img099545.png,morphed_img319899_img099545.png,img319899,img099545,14387,4403
8144,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319899_img282038.png,morphed_img319899_img282038.png,img319899,img282038,14387,12655
8145,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img319899_img337488.png,morphed_img319899_img337488.png,img319899,img337488,14387,15168
8146,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320097_img054553.png,morphed_img320097_img054553.png,img320097,img054553,14391,2422
8147,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320097_img099545.png,morphed_img320097_img099545.png,img320097,img099545,14391,4403
8148,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320097_img282038.png,morphed_img320097_img282038.png,img320097,img282038,14391,12655
8149,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320097_img337488.png,morphed_img320097_img337488.png,img320097,img337488,14391,15168
8150,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320097_img496816.png,morphed_img320097_img496816.png,img320097,img496816,14391,22347
8151,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320324_img099545.png,morphed_img320324_img099545.png,img320324,img099545,14402,4403
8152,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320386_img054553.png,morphed_img320386_img054553.png,img320386,img054553,14404,2422
8153,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320386_img099545.png,morphed_img320386_img099545.png,img320386,img099545,14404,4403
8154,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320386_img282038.png,morphed_img320386_img282038.png,img320386,img282038,14404,12655
8155,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320386_img496816.png,morphed_img320386_img496816.png,img320386,img496816,14404,22347
8156,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320524_img054553.png,morphed_img320524_img054553.png,img320524,img054553,14408,2422
8157,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320524_img099545.png,morphed_img320524_img099545.png,img320524,img099545,14408,4403
8158,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320524_img282038.png,morphed_img320524_img282038.png,img320524,img282038,14408,12655
8159,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320524_img337488.png,morphed_img320524_img337488.png,img320524,img337488,14408,15168
8160,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320524_img496816.png,morphed_img320524_img496816.png,img320524,img496816,14408,22347
8161,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320557_img282038.png,morphed_img320557_img282038.png,img320557,img282038,14410,12655
8162,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320557_img496816.png,morphed_img320557_img496816.png,img320557,img496816,14410,22347
8163,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320641_img054553.png,morphed_img320641_img054553.png,img320641,img054553,14414,2422
8164,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320641_img282038.png,morphed_img320641_img282038.png,img320641,img282038,14414,12655
8165,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320641_img496816.png,morphed_img320641_img496816.png,img320641,img496816,14414,22347
8166,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320800_img054553.png,morphed_img320800_img054553.png,img320800,img054553,14421,2422
8167,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320800_img099545.png,morphed_img320800_img099545.png,img320800,img099545,14421,4403
8168,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img320800_img496816.png,morphed_img320800_img496816.png,img320800,img496816,14421,22347
8169,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321173_img054553.png,morphed_img321173_img054553.png,img321173,img054553,14442,2422
8170,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321173_img282038.png,morphed_img321173_img282038.png,img321173,img282038,14442,12655
8171,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321173_img496816.png,morphed_img321173_img496816.png,img321173,img496816,14442,22347
8172,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321330_img054553.png,morphed_img321330_img054553.png,img321330,img054553,14453,2422
8173,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321330_img282038.png,morphed_img321330_img282038.png,img321330,img282038,14453,12655
8174,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321330_img337488.png,morphed_img321330_img337488.png,img321330,img337488,14453,15168
8175,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321330_img496816.png,morphed_img321330_img496816.png,img321330,img496816,14453,22347
8176,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321406_img054553.png,morphed_img321406_img054553.png,img321406,img054553,14457,2422
8177,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321406_img282038.png,morphed_img321406_img282038.png,img321406,img282038,14457,12655
8178,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img321406_img496816.png,morphed_img321406_img496816.png,img321406,img496816,14457,22347
8179,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322077_img282038.png,morphed_img322077_img282038.png,img322077,img282038,14483,12655
8180,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322077_img496816.png,morphed_img322077_img496816.png,img322077,img496816,14483,22347
8181,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322116_img054553.png,morphed_img322116_img054553.png,img322116,img054553,14484,2422
8182,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322116_img099545.png,morphed_img322116_img099545.png,img322116,img099545,14484,4403
8183,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322116_img282038.png,morphed_img322116_img282038.png,img322116,img282038,14484,12655
8184,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322116_img337488.png,morphed_img322116_img337488.png,img322116,img337488,14484,15168
8185,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322116_img496816.png,morphed_img322116_img496816.png,img322116,img496816,14484,22347
8186,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322288_img054553.png,morphed_img322288_img054553.png,img322288,img054553,14491,2422
8187,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322288_img099545.png,morphed_img322288_img099545.png,img322288,img099545,14491,4403
8188,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322288_img282038.png,morphed_img322288_img282038.png,img322288,img282038,14491,12655
8189,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322288_img337488.png,morphed_img322288_img337488.png,img322288,img337488,14491,15168
8190,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322288_img496816.png,morphed_img322288_img496816.png,img322288,img496816,14491,22347
8191,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322308_img054553.png,morphed_img322308_img054553.png,img322308,img054553,14493,2422
8192,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322308_img099545.png,morphed_img322308_img099545.png,img322308,img099545,14493,4403
8193,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322308_img282038.png,morphed_img322308_img282038.png,img322308,img282038,14493,12655
8194,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322308_img337488.png,morphed_img322308_img337488.png,img322308,img337488,14493,15168
8195,/nas-ctm01/datasets/public/BIOMETRICS/Face_Morphing/SMDD/m15k_t/morphed_img322661_img054553.png,morphed_img322661_img054553.png,img322661,img054553,14504,2422
