embedding_index,filename,image_path,identity_id,label,split,images_per_identity
2511,088742.png,/nas-ctm01/datasets/public/celeba/088742.png,6860,131,train,30
2512,088769.png,/nas-ctm01/datasets/public/celeba/088769.png,6164,112,train,29
2513,088774.png,/nas-ctm01/datasets/public/celeba/088774.png,4951,79,train,30
2514,088796.png,/nas-ctm01/datasets/public/celeba/088796.png,8946,172,test,30
2515,088825.png,/nas-ctm01/datasets/public/celeba/088825.png,8702,164,train,30
2516,088875.png,/nas-ctm01/datasets/public/celeba/088875.png,6044,107,test,29
2517,088883.png,/nas-ctm01/datasets/public/celeba/088883.png,2245,32,train,30
2518,088918.png,/nas-ctm01/datasets/public/celeba/088918.png,7348,144,train,30
2519,088940.png,/nas-ctm01/datasets/public/celeba/088940.png,6354,117,train,30
2520,088971.png,/nas-ctm01/datasets/public/celeba/088971.png,9810,189,train,28
2521,088982.png,/nas-ctm01/datasets/public/celeba/088982.png,2245,32,train,30
2522,088983.png,/nas-ctm01/datasets/public/celeba/088983.png,2805,40,train,30
2523,089011.png,/nas-ctm01/datasets/public/celeba/089011.png,1341,9,val,29
2524,089060.png,/nas-ctm01/datasets/public/celeba/089060.png,6354,117,train,30
2525,089069.png,/nas-ctm01/datasets/public/celeba/089069.png,9915,190,train,30
2526,089139.png,/nas-ctm01/datasets/public/celeba/089139.png,6044,107,train,29
2527,089162.png,/nas-ctm01/datasets/public/celeba/089162.png,10060,192,test,29
2528,089343.png,/nas-ctm01/datasets/public/celeba/089343.png,6043,106,train,29
2529,089422.png,/nas-ctm01/datasets/public/celeba/089422.png,2643,38,train,29
2530,089476.png,/nas-ctm01/datasets/public/celeba/089476.png,7353,145,train,29
2531,089491.png,/nas-ctm01/datasets/public/celeba/089491.png,289,1,train,30
2532,089502.png,/nas-ctm01/datasets/public/celeba/089502.png,8783,167,train,30
2533,089606.png,/nas-ctm01/datasets/public/celeba/089606.png,4808,73,val,30
2534,089688.png,/nas-ctm01/datasets/public/celeba/089688.png,4702,72,train,28
2535,089715.png,/nas-ctm01/datasets/public/celeba/089715.png,2158,27,train,29
2536,089749.png,/nas-ctm01/datasets/public/celeba/089749.png,5142,83,train,30
2537,089805.png,/nas-ctm01/datasets/public/celeba/089805.png,2643,38,test,29
2538,089926.png,/nas-ctm01/datasets/public/celeba/089926.png,4511,68,train,30
2539,090037.png,/nas-ctm01/datasets/public/celeba/090037.png,5827,102,train,30
2540,090040.png,/nas-ctm01/datasets/public/celeba/090040.png,7923,151,train,27
2541,090064.png,/nas-ctm01/datasets/public/celeba/090064.png,8785,168,train,29
2542,090154.png,/nas-ctm01/datasets/public/celeba/090154.png,1946,20,train,30
2543,090232.png,/nas-ctm01/datasets/public/celeba/090232.png,1657,18,train,30
2544,090269.png,/nas-ctm01/datasets/public/celeba/090269.png,8448,158,train,30
2545,090271.png,/nas-ctm01/datasets/public/celeba/090271.png,6439,122,train,30
2546,090335.png,/nas-ctm01/datasets/public/celeba/090335.png,6439,122,train,30
2547,090360.png,/nas-ctm01/datasets/public/celeba/090360.png,10060,192,val,29
2548,090377.png,/nas-ctm01/datasets/public/celeba/090377.png,3808,53,train,29
2549,090406.png,/nas-ctm01/datasets/public/celeba/090406.png,6386,120,val,29
2550,090487.png,/nas-ctm01/datasets/public/celeba/090487.png,9206,180,train,30
2551,090584.png,/nas-ctm01/datasets/public/celeba/090584.png,6751,127,train,28
2552,090600.png,/nas-ctm01/datasets/public/celeba/090600.png,6043,106,train,29
2553,090650.png,/nas-ctm01/datasets/public/celeba/090650.png,2898,42,train,28
2554,090685.png,/nas-ctm01/datasets/public/celeba/090685.png,10085,193,train,26
2555,090700.png,/nas-ctm01/datasets/public/celeba/090700.png,3569,50,train,29
2556,090719.png,/nas-ctm01/datasets/public/celeba/090719.png,6079,108,train,30
2557,090765.png,/nas-ctm01/datasets/public/celeba/090765.png,3678,52,train,29
2558,090834.png,/nas-ctm01/datasets/public/celeba/090834.png,1657,18,train,30
2559,090886.png,/nas-ctm01/datasets/public/celeba/090886.png,3024,45,train,28
2560,090890.png,/nas-ctm01/datasets/public/celeba/090890.png,6420,121,train,30
2561,090993.png,/nas-ctm01/datasets/public/celeba/090993.png,4936,77,test,30
2562,091033.png,/nas-ctm01/datasets/public/celeba/091033.png,3678,52,train,29
2563,091042.png,/nas-ctm01/datasets/public/celeba/091042.png,4321,61,train,30
2564,091063.png,/nas-ctm01/datasets/public/celeba/091063.png,7850,148,test,27
2565,091070.png,/nas-ctm01/datasets/public/celeba/091070.png,2296,34,train,29
2566,091090.png,/nas-ctm01/datasets/public/celeba/091090.png,7348,144,train,30
2567,091112.png,/nas-ctm01/datasets/public/celeba/091112.png,2296,34,train,29
2568,091136.png,/nas-ctm01/datasets/public/celeba/091136.png,4511,68,val,30
2569,091337.png,/nas-ctm01/datasets/public/celeba/091337.png,3600,51,train,30
2570,091370.png,/nas-ctm01/datasets/public/celeba/091370.png,6420,121,train,30
2571,091371.png,/nas-ctm01/datasets/public/celeba/091371.png,4157,58,train,30
2572,091380.png,/nas-ctm01/datasets/public/celeba/091380.png,4955,80,train,30
2573,091444.png,/nas-ctm01/datasets/public/celeba/091444.png,6164,112,train,29
2574,091635.png,/nas-ctm01/datasets/public/celeba/091635.png,8457,160,train,25
2575,091670.png,/nas-ctm01/datasets/public/celeba/091670.png,2066,25,train,30
2576,091741.png,/nas-ctm01/datasets/public/celeba/091741.png,4157,58,train,30
2577,091743.png,/nas-ctm01/datasets/public/celeba/091743.png,1629,16,val,30
2578,091752.png,/nas-ctm01/datasets/public/celeba/091752.png,9206,180,test,30
2579,091863.png,/nas-ctm01/datasets/public/celeba/091863.png,6751,127,train,28
2580,091908.png,/nas-ctm01/datasets/public/celeba/091908.png,6921,134,train,26
2581,091912.png,/nas-ctm01/datasets/public/celeba/091912.png,8112,152,test,30
2582,092066.png,/nas-ctm01/datasets/public/celeba/092066.png,5382,87,train,29
2583,092096.png,/nas-ctm01/datasets/public/celeba/092096.png,894,4,train,30
2584,092097.png,/nas-ctm01/datasets/public/celeba/092097.png,6292,114,train,30
2585,092110.png,/nas-ctm01/datasets/public/celeba/092110.png,1629,16,train,30
2586,092115.png,/nas-ctm01/datasets/public/celeba/092115.png,8692,163,train,27
2587,092250.png,/nas-ctm01/datasets/public/celeba/092250.png,4672,71,train,30
2588,092275.png,/nas-ctm01/datasets/public/celeba/092275.png,4636,70,train,27
2589,092282.png,/nas-ctm01/datasets/public/celeba/092282.png,1371,10,train,30
2590,092287.png,/nas-ctm01/datasets/public/celeba/092287.png,2318,35,train,30
2591,092342.png,/nas-ctm01/datasets/public/celeba/092342.png,1128,6,train,30
2592,092358.png,/nas-ctm01/datasets/public/celeba/092358.png,3263,48,train,28
2593,092516.png,/nas-ctm01/datasets/public/celeba/092516.png,7923,151,train,27
2594,092529.png,/nas-ctm01/datasets/public/celeba/092529.png,5473,90,test,30
2595,092552.png,/nas-ctm01/datasets/public/celeba/092552.png,2245,32,val,30
2596,092662.png,/nas-ctm01/datasets/public/celeba/092662.png,1258,8,train,29
2597,092680.png,/nas-ctm01/datasets/public/celeba/092680.png,6997,136,train,28
2598,092706.png,/nas-ctm01/datasets/public/celeba/092706.png,3056,46,train,28
2599,092747.png,/nas-ctm01/datasets/public/celeba/092747.png,9206,180,test,30
2600,092752.png,/nas-ctm01/datasets/public/celeba/092752.png,2245,32,train,30
2601,092761.png,/nas-ctm01/datasets/public/celeba/092761.png,3941,56,val,30
2602,092813.png,/nas-ctm01/datasets/public/celeba/092813.png,3386,49,val,28
2603,092814.png,/nas-ctm01/datasets/public/celeba/092814.png,5489,93,train,30
2604,092865.png,/nas-ctm01/datasets/public/celeba/092865.png,8247,156,train,29
2605,092887.png,/nas-ctm01/datasets/public/celeba/092887.png,9206,180,train,30
2606,092891.png,/nas-ctm01/datasets/public/celeba/092891.png,7195,142,train,30
2607,092892.png,/nas-ctm01/datasets/public/celeba/092892.png,8820,169,train,28
2608,092906.png,/nas-ctm01/datasets/public/celeba/092906.png,3386,49,train,28
2609,093003.png,/nas-ctm01/datasets/public/celeba/093003.png,9184,179,train,30
2610,093021.png,/nas-ctm01/datasets/public/celeba/093021.png,4819,74,train,27
2611,093150.png,/nas-ctm01/datasets/public/celeba/093150.png,9790,188,train,30
2612,093174.png,/nas-ctm01/datasets/public/celeba/093174.png,534,2,train,30
2613,093230.png,/nas-ctm01/datasets/public/celeba/093230.png,8448,158,test,30
2614,093294.png,/nas-ctm01/datasets/public/celeba/093294.png,4955,80,train,30
2615,093356.png,/nas-ctm01/datasets/public/celeba/093356.png,4808,73,test,30
2616,093429.png,/nas-ctm01/datasets/public/celeba/093429.png,1990,22,val,30
2617,093438.png,/nas-ctm01/datasets/public/celeba/093438.png,7850,148,val,27
2618,093458.png,/nas-ctm01/datasets/public/celeba/093458.png,2055,24,train,30
2619,093520.png,/nas-ctm01/datasets/public/celeba/093520.png,2870,41,train,29
2620,093548.png,/nas-ctm01/datasets/public/celeba/093548.png,4951,79,test,30
2621,093585.png,/nas-ctm01/datasets/public/celeba/093585.png,9245,181,test,30
2622,093644.png,/nas-ctm01/datasets/public/celeba/093644.png,6351,116,train,30
2623,093649.png,/nas-ctm01/datasets/public/celeba/093649.png,9810,189,train,28
2624,093661.png,/nas-ctm01/datasets/public/celeba/093661.png,6682,124,train,28
2625,093688.png,/nas-ctm01/datasets/public/celeba/093688.png,6851,130,train,30
2626,093692.png,/nas-ctm01/datasets/public/celeba/093692.png,1657,18,train,30
2627,093724.png,/nas-ctm01/datasets/public/celeba/093724.png,95,0,train,30
2628,093802.png,/nas-ctm01/datasets/public/celeba/093802.png,8614,162,train,29
2629,093824.png,/nas-ctm01/datasets/public/celeba/093824.png,1657,18,train,30
2630,093827.png,/nas-ctm01/datasets/public/celeba/093827.png,5046,81,test,30
2631,093846.png,/nas-ctm01/datasets/public/celeba/093846.png,10060,192,train,29
2632,093881.png,/nas-ctm01/datasets/public/celeba/093881.png,9810,189,train,28
2633,093903.png,/nas-ctm01/datasets/public/celeba/093903.png,2643,38,train,29
2634,093925.png,/nas-ctm01/datasets/public/celeba/093925.png,1467,13,train,30
2635,093927.png,/nas-ctm01/datasets/public/celeba/093927.png,894,4,train,30
2636,093986.png,/nas-ctm01/datasets/public/celeba/093986.png,8454,159,train,30
2637,093998.png,/nas-ctm01/datasets/public/celeba/093998.png,4936,77,train,30
2638,094035.png,/nas-ctm01/datasets/public/celeba/094035.png,5951,104,train,25
2639,094042.png,/nas-ctm01/datasets/public/celeba/094042.png,5815,101,val,30
2640,094056.png,/nas-ctm01/datasets/public/celeba/094056.png,6921,134,train,26
2641,094083.png,/nas-ctm01/datasets/public/celeba/094083.png,8940,171,val,28
2642,094092.png,/nas-ctm01/datasets/public/celeba/094092.png,9091,176,train,30
2643,094096.png,/nas-ctm01/datasets/public/celeba/094096.png,5344,86,train,30
2644,094243.png,/nas-ctm01/datasets/public/celeba/094243.png,6351,116,train,30
2645,094267.png,/nas-ctm01/datasets/public/celeba/094267.png,6876,132,train,30
2646,094282.png,/nas-ctm01/datasets/public/celeba/094282.png,7151,140,train,29
2647,094299.png,/nas-ctm01/datasets/public/celeba/094299.png,4702,72,train,28
2648,094403.png,/nas-ctm01/datasets/public/celeba/094403.png,5479,91,train,29
2649,094425.png,/nas-ctm01/datasets/public/celeba/094425.png,4808,73,train,30
2650,094532.png,/nas-ctm01/datasets/public/celeba/094532.png,3896,54,train,29
2651,094561.png,/nas-ctm01/datasets/public/celeba/094561.png,8457,160,train,25
2652,094716.png,/nas-ctm01/datasets/public/celeba/094716.png,3056,46,val,28
2653,094746.png,/nas-ctm01/datasets/public/celeba/094746.png,3022,44,train,30
2654,094822.png,/nas-ctm01/datasets/public/celeba/094822.png,8702,164,train,30
2655,094825.png,/nas-ctm01/datasets/public/celeba/094825.png,7004,138,train,30
2656,094857.png,/nas-ctm01/datasets/public/celeba/094857.png,4268,59,train,30
2657,094866.png,/nas-ctm01/datasets/public/celeba/094866.png,8454,159,test,30
2658,094876.png,/nas-ctm01/datasets/public/celeba/094876.png,7348,144,train,30
2659,094879.png,/nas-ctm01/datasets/public/celeba/094879.png,5786,100,train,25
2660,094898.png,/nas-ctm01/datasets/public/celeba/094898.png,7001,137,train,30
2661,094902.png,/nas-ctm01/datasets/public/celeba/094902.png,7353,145,train,29
2662,094999.png,/nas-ctm01/datasets/public/celeba/094999.png,8195,154,train,29
2663,095074.png,/nas-ctm01/datasets/public/celeba/095074.png,9056,174,val,27
2664,095172.png,/nas-ctm01/datasets/public/celeba/095172.png,4321,61,train,30
2665,095183.png,/nas-ctm01/datasets/public/celeba/095183.png,8195,154,train,29
2666,095263.png,/nas-ctm01/datasets/public/celeba/095263.png,5786,100,train,25
2667,095299.png,/nas-ctm01/datasets/public/celeba/095299.png,3678,52,train,29
2668,095313.png,/nas-ctm01/datasets/public/celeba/095313.png,3896,54,train,29
2669,095327.png,/nas-ctm01/datasets/public/celeba/095327.png,6876,132,train,30
2670,095373.png,/nas-ctm01/datasets/public/celeba/095373.png,1493,14,test,29
2671,095394.png,/nas-ctm01/datasets/public/celeba/095394.png,4309,60,train,26
2672,095405.png,/nas-ctm01/datasets/public/celeba/095405.png,9245,181,train,30
2673,095422.png,/nas-ctm01/datasets/public/celeba/095422.png,8702,164,train,30
2674,095434.png,/nas-ctm01/datasets/public/celeba/095434.png,2158,27,train,29
2675,095460.png,/nas-ctm01/datasets/public/celeba/095460.png,9206,180,train,30
2676,095507.png,/nas-ctm01/datasets/public/celeba/095507.png,3024,45,train,28
2677,095523.png,/nas-ctm01/datasets/public/celeba/095523.png,7353,145,train,29
2678,095584.png,/nas-ctm01/datasets/public/celeba/095584.png,4321,61,train,30
2679,095596.png,/nas-ctm01/datasets/public/celeba/095596.png,4309,60,train,26
2680,095661.png,/nas-ctm01/datasets/public/celeba/095661.png,1467,13,train,30
2681,095687.png,/nas-ctm01/datasets/public/celeba/095687.png,8702,164,train,30
2682,095717.png,/nas-ctm01/datasets/public/celeba/095717.png,5341,85,train,30
2683,095724.png,/nas-ctm01/datasets/public/celeba/095724.png,5479,91,train,29
2684,095726.png,/nas-ctm01/datasets/public/celeba/095726.png,2805,40,train,30
2685,095793.png,/nas-ctm01/datasets/public/celeba/095793.png,6803,128,train,29
2686,095887.png,/nas-ctm01/datasets/public/celeba/095887.png,3024,45,train,28
2687,095903.png,/nas-ctm01/datasets/public/celeba/095903.png,4439,64,train,30
2688,095927.png,/nas-ctm01/datasets/public/celeba/095927.png,1135,7,train,30
2689,095949.png,/nas-ctm01/datasets/public/celeba/095949.png,9731,185,train,30
2690,095975.png,/nas-ctm01/datasets/public/celeba/095975.png,6042,105,val,29
2691,095979.png,/nas-ctm01/datasets/public/celeba/095979.png,5815,101,train,30
2692,096007.png,/nas-ctm01/datasets/public/celeba/096007.png,661,3,train,30
2693,096181.png,/nas-ctm01/datasets/public/celeba/096181.png,9290,183,train,30
2694,096186.png,/nas-ctm01/datasets/public/celeba/096186.png,10095,194,train,28
2695,096201.png,/nas-ctm01/datasets/public/celeba/096201.png,2055,24,train,30
2696,096216.png,/nas-ctm01/datasets/public/celeba/096216.png,4936,77,train,30
2697,096272.png,/nas-ctm01/datasets/public/celeba/096272.png,1135,7,train,30
2698,096285.png,/nas-ctm01/datasets/public/celeba/096285.png,10060,192,val,29
2699,096291.png,/nas-ctm01/datasets/public/celeba/096291.png,5815,101,train,30
2700,096348.png,/nas-ctm01/datasets/public/celeba/096348.png,4951,79,val,30
2701,096416.png,/nas-ctm01/datasets/public/celeba/096416.png,6483,123,train,30
2702,096425.png,/nas-ctm01/datasets/public/celeba/096425.png,10085,193,val,26
2703,096451.png,/nas-ctm01/datasets/public/celeba/096451.png,5394,88,train,30
2704,096522.png,/nas-ctm01/datasets/public/celeba/096522.png,7260,143,train,30
2705,096544.png,/nas-ctm01/datasets/public/celeba/096544.png,6044,107,train,29
2706,096552.png,/nas-ctm01/datasets/public/celeba/096552.png,1990,22,train,30
2707,096620.png,/nas-ctm01/datasets/public/celeba/096620.png,1258,8,train,29
2708,096666.png,/nas-ctm01/datasets/public/celeba/096666.png,2870,41,train,29
2709,096669.png,/nas-ctm01/datasets/public/celeba/096669.png,3678,52,test,29
2710,096745.png,/nas-ctm01/datasets/public/celeba/096745.png,5382,87,train,29
2711,096746.png,/nas-ctm01/datasets/public/celeba/096746.png,8469,161,train,28
2712,096749.png,/nas-ctm01/datasets/public/celeba/096749.png,2898,42,test,28
2713,096828.png,/nas-ctm01/datasets/public/celeba/096828.png,5344,86,val,30
2714,096877.png,/nas-ctm01/datasets/public/celeba/096877.png,5382,87,train,29
2715,096899.png,/nas-ctm01/datasets/public/celeba/096899.png,2261,33,val,30
2716,096926.png,/nas-ctm01/datasets/public/celeba/096926.png,8457,160,train,25
2717,096927.png,/nas-ctm01/datasets/public/celeba/096927.png,2261,33,train,30
2718,096971.png,/nas-ctm01/datasets/public/celeba/096971.png,2236,31,train,29
2719,096978.png,/nas-ctm01/datasets/public/celeba/096978.png,8454,159,train,30
2720,096980.png,/nas-ctm01/datasets/public/celeba/096980.png,6921,134,train,26
2721,096983.png,/nas-ctm01/datasets/public/celeba/096983.png,6844,129,train,30
2722,097018.png,/nas-ctm01/datasets/public/celeba/097018.png,4819,74,train,27
2723,097024.png,/nas-ctm01/datasets/public/celeba/097024.png,4832,75,test,30
2724,097083.png,/nas-ctm01/datasets/public/celeba/097083.png,8946,172,train,30
2725,097107.png,/nas-ctm01/datasets/public/celeba/097107.png,4439,64,test,30
2726,097110.png,/nas-ctm01/datasets/public/celeba/097110.png,9184,179,train,30
2727,097113.png,/nas-ctm01/datasets/public/celeba/097113.png,6860,131,train,30
2728,097124.png,/nas-ctm01/datasets/public/celeba/097124.png,1128,6,test,30
2729,097168.png,/nas-ctm01/datasets/public/celeba/097168.png,9789,187,train,30
2730,097211.png,/nas-ctm01/datasets/public/celeba/097211.png,1852,19,train,30
2731,097251.png,/nas-ctm01/datasets/public/celeba/097251.png,8820,169,train,28
2732,097296.png,/nas-ctm01/datasets/public/celeba/097296.png,8946,172,train,30
2733,097327.png,/nas-ctm01/datasets/public/celeba/097327.png,95,0,train,30
2734,097353.png,/nas-ctm01/datasets/public/celeba/097353.png,4951,79,train,30
2735,097397.png,/nas-ctm01/datasets/public/celeba/097397.png,2261,33,train,30
2736,097425.png,/nas-ctm01/datasets/public/celeba/097425.png,5341,85,val,30
2737,097495.png,/nas-ctm01/datasets/public/celeba/097495.png,9138,177,val,30
2738,097530.png,/nas-ctm01/datasets/public/celeba/097530.png,2055,24,train,30
2739,097612.png,/nas-ctm01/datasets/public/celeba/097612.png,10060,192,train,29
2740,097645.png,/nas-ctm01/datasets/public/celeba/097645.png,4157,58,train,30
2741,097647.png,/nas-ctm01/datasets/public/celeba/097647.png,4808,73,train,30
2742,097747.png,/nas-ctm01/datasets/public/celeba/097747.png,10095,194,test,28
2743,097822.png,/nas-ctm01/datasets/public/celeba/097822.png,2334,36,val,30
2744,097880.png,/nas-ctm01/datasets/public/celeba/097880.png,3017,43,train,29
2745,097906.png,/nas-ctm01/datasets/public/celeba/097906.png,1135,7,train,30
2746,097945.png,/nas-ctm01/datasets/public/celeba/097945.png,4832,75,train,30
2747,098047.png,/nas-ctm01/datasets/public/celeba/098047.png,6337,115,train,29
2748,098064.png,/nas-ctm01/datasets/public/celeba/098064.png,6877,133,test,26
2749,098126.png,/nas-ctm01/datasets/public/celeba/098126.png,7260,143,train,30
2750,098152.png,/nas-ctm01/datasets/public/celeba/098152.png,2225,30,train,30
2751,098183.png,/nas-ctm01/datasets/public/celeba/098183.png,4951,79,train,30
2752,098217.png,/nas-ctm01/datasets/public/celeba/098217.png,7923,151,train,27
2753,098235.png,/nas-ctm01/datasets/public/celeba/098235.png,2236,31,train,29
2754,098249.png,/nas-ctm01/datasets/public/celeba/098249.png,2158,27,train,29
2755,098270.png,/nas-ctm01/datasets/public/celeba/098270.png,5489,93,train,30
2756,098272.png,/nas-ctm01/datasets/public/celeba/098272.png,6351,116,train,30
2757,098336.png,/nas-ctm01/datasets/public/celeba/098336.png,6876,132,train,30
2758,098358.png,/nas-ctm01/datasets/public/celeba/098358.png,7151,140,test,29
2759,098383.png,/nas-ctm01/datasets/public/celeba/098383.png,6928,135,train,30
2760,098407.png,/nas-ctm01/datasets/public/celeba/098407.png,2015,23,train,30
2761,098464.png,/nas-ctm01/datasets/public/celeba/098464.png,6351,116,train,30
2762,098580.png,/nas-ctm01/datasets/public/celeba/098580.png,894,4,test,30
2763,098621.png,/nas-ctm01/datasets/public/celeba/098621.png,4832,75,train,30
2764,098693.png,/nas-ctm01/datasets/public/celeba/098693.png,6851,130,train,30
2765,098722.png,/nas-ctm01/datasets/public/celeba/098722.png,9731,185,train,30
2766,098767.png,/nas-ctm01/datasets/public/celeba/098767.png,6921,134,train,26
2767,098785.png,/nas-ctm01/datasets/public/celeba/098785.png,3600,51,val,30
2768,098847.png,/nas-ctm01/datasets/public/celeba/098847.png,7151,140,train,29
2769,098877.png,/nas-ctm01/datasets/public/celeba/098877.png,6042,105,test,29
2770,098897.png,/nas-ctm01/datasets/public/celeba/098897.png,95,0,test,30
2771,098898.png,/nas-ctm01/datasets/public/celeba/098898.png,8614,162,train,29
2772,098910.png,/nas-ctm01/datasets/public/celeba/098910.png,2870,41,train,29
2773,098918.png,/nas-ctm01/datasets/public/celeba/098918.png,6355,118,train,30
2774,098951.png,/nas-ctm01/datasets/public/celeba/098951.png,5394,88,val,30
2775,098953.png,/nas-ctm01/datasets/public/celeba/098953.png,2870,41,test,29
2776,098985.png,/nas-ctm01/datasets/public/celeba/098985.png,1946,20,train,30
2777,099020.png,/nas-ctm01/datasets/public/celeba/099020.png,9731,185,train,30
2778,099044.png,/nas-ctm01/datasets/public/celeba/099044.png,7923,151,test,27
2779,099056.png,/nas-ctm01/datasets/public/celeba/099056.png,5747,98,test,30
2780,099135.png,/nas-ctm01/datasets/public/celeba/099135.png,5747,98,train,30
2781,099156.png,/nas-ctm01/datasets/public/celeba/099156.png,6164,112,train,29
2782,099341.png,/nas-ctm01/datasets/public/celeba/099341.png,9290,183,train,30
2783,099432.png,/nas-ctm01/datasets/public/celeba/099432.png,2158,27,val,29
2784,099479.png,/nas-ctm01/datasets/public/celeba/099479.png,2245,32,train,30
2785,099526.png,/nas-ctm01/datasets/public/celeba/099526.png,4511,68,train,30
2786,099529.png,/nas-ctm01/datasets/public/celeba/099529.png,661,3,test,30
2787,099534.png,/nas-ctm01/datasets/public/celeba/099534.png,1422,11,train,30
2788,099560.png,/nas-ctm01/datasets/public/celeba/099560.png,6355,118,train,30
2789,099645.png,/nas-ctm01/datasets/public/celeba/099645.png,6355,118,val,30
2790,099774.png,/nas-ctm01/datasets/public/celeba/099774.png,2245,32,test,30
2791,099833.png,/nas-ctm01/datasets/public/celeba/099833.png,4672,71,train,30
2792,099940.png,/nas-ctm01/datasets/public/celeba/099940.png,2643,38,train,29
2793,099944.png,/nas-ctm01/datasets/public/celeba/099944.png,8940,171,train,28
2794,099994.png,/nas-ctm01/datasets/public/celeba/099994.png,6682,124,val,28
2795,100084.png,/nas-ctm01/datasets/public/celeba/100084.png,1422,11,test,30
2796,100129.png,/nas-ctm01/datasets/public/celeba/100129.png,7850,148,test,27
2797,100204.png,/nas-ctm01/datasets/public/celeba/100204.png,5182,84,train,29
2798,100252.png,/nas-ctm01/datasets/public/celeba/100252.png,894,4,train,30
2799,100307.png,/nas-ctm01/datasets/public/celeba/100307.png,5142,83,train,30
2800,100322.png,/nas-ctm01/datasets/public/celeba/100322.png,4577,69,train,30
2801,100383.png,/nas-ctm01/datasets/public/celeba/100383.png,5101,82,train,27
2802,100413.png,/nas-ctm01/datasets/public/celeba/100413.png,10095,194,train,28
2803,100427.png,/nas-ctm01/datasets/public/celeba/100427.png,8820,169,train,28
2804,100538.png,/nas-ctm01/datasets/public/celeba/100538.png,2318,35,test,30
2805,100539.png,/nas-ctm01/datasets/public/celeba/100539.png,2015,23,train,30
2806,100668.png,/nas-ctm01/datasets/public/celeba/100668.png,661,3,test,30
2807,100673.png,/nas-ctm01/datasets/public/celeba/100673.png,3024,45,train,28
2808,100699.png,/nas-ctm01/datasets/public/celeba/100699.png,3569,50,train,29
2809,100751.png,/nas-ctm01/datasets/public/celeba/100751.png,5747,98,train,30
2810,100779.png,/nas-ctm01/datasets/public/celeba/100779.png,6351,116,train,30
2811,100812.png,/nas-ctm01/datasets/public/celeba/100812.png,3024,45,train,28
2812,100873.png,/nas-ctm01/datasets/public/celeba/100873.png,9091,176,train,30
2813,100917.png,/nas-ctm01/datasets/public/celeba/100917.png,7004,138,train,30
2814,100934.png,/nas-ctm01/datasets/public/celeba/100934.png,3022,44,train,30
2815,100965.png,/nas-ctm01/datasets/public/celeba/100965.png,8820,169,val,28
2816,100983.png,/nas-ctm01/datasets/public/celeba/100983.png,6079,108,train,30
2817,100984.png,/nas-ctm01/datasets/public/celeba/100984.png,10160,197,train,30
2818,101014.png,/nas-ctm01/datasets/public/celeba/101014.png,6292,114,test,30
2819,101032.png,/nas-ctm01/datasets/public/celeba/101032.png,7195,142,train,30
2820,101052.png,/nas-ctm01/datasets/public/celeba/101052.png,5101,82,train,27
2821,101061.png,/nas-ctm01/datasets/public/celeba/101061.png,8785,168,train,29
2822,101066.png,/nas-ctm01/datasets/public/celeba/101066.png,3678,52,train,29
2823,101081.png,/nas-ctm01/datasets/public/celeba/101081.png,4808,73,train,30
2824,101119.png,/nas-ctm01/datasets/public/celeba/101119.png,1657,18,train,30
2825,101128.png,/nas-ctm01/datasets/public/celeba/101128.png,8112,152,train,30
2826,101131.png,/nas-ctm01/datasets/public/celeba/101131.png,1657,18,train,30
2827,101146.png,/nas-ctm01/datasets/public/celeba/101146.png,4955,80,train,30
2828,101191.png,/nas-ctm01/datasets/public/celeba/101191.png,1135,7,train,30
2829,101272.png,/nas-ctm01/datasets/public/celeba/101272.png,5101,82,train,27
2830,101288.png,/nas-ctm01/datasets/public/celeba/101288.png,1657,18,train,30
2831,101367.png,/nas-ctm01/datasets/public/celeba/101367.png,5911,103,train,29
2832,101398.png,/nas-ctm01/datasets/public/celeba/101398.png,6997,136,train,28
2833,101410.png,/nas-ctm01/datasets/public/celeba/101410.png,2225,30,train,30
2834,101448.png,/nas-ctm01/datasets/public/celeba/101448.png,6803,128,train,29
2835,101474.png,/nas-ctm01/datasets/public/celeba/101474.png,8247,156,val,29
2836,101617.png,/nas-ctm01/datasets/public/celeba/101617.png,4577,69,train,30
2837,101639.png,/nas-ctm01/datasets/public/celeba/101639.png,8247,156,train,29
2838,101668.png,/nas-ctm01/datasets/public/celeba/101668.png,1448,12,train,25
2839,101675.png,/nas-ctm01/datasets/public/celeba/101675.png,4819,74,train,27
2840,101678.png,/nas-ctm01/datasets/public/celeba/101678.png,4955,80,train,30
2841,101685.png,/nas-ctm01/datasets/public/celeba/101685.png,6351,116,train,30
2842,101692.png,/nas-ctm01/datasets/public/celeba/101692.png,8469,161,train,28
2843,101721.png,/nas-ctm01/datasets/public/celeba/101721.png,10134,195,train,30
2844,101759.png,/nas-ctm01/datasets/public/celeba/101759.png,8692,163,train,27
2845,101770.png,/nas-ctm01/datasets/public/celeba/101770.png,1852,19,test,30
2846,101800.png,/nas-ctm01/datasets/public/celeba/101800.png,3941,56,train,30
2847,101851.png,/nas-ctm01/datasets/public/celeba/101851.png,9790,188,train,30
2848,101860.png,/nas-ctm01/datasets/public/celeba/101860.png,9810,189,train,28
2849,101904.png,/nas-ctm01/datasets/public/celeba/101904.png,9790,188,train,30
2850,101911.png,/nas-ctm01/datasets/public/celeba/101911.png,2898,42,train,28
2851,101922.png,/nas-ctm01/datasets/public/celeba/101922.png,2870,41,train,29
