row_index_in_train_npy,embedding_index_original_dataset,smiling_probability,smiling_percentage,smiling_prediction,filename,image_path
41712,53819,0.97498178,97.4982,1,53819.png,/nas-ctm01/datasets/public/ffhq256/53819.png
41713,24641,0.03236512,3.2365,0,24641.png,/nas-ctm01/datasets/public/ffhq256/24641.png
41714,51809,0.54338032,54.3380,1,51809.png,/nas-ctm01/datasets/public/ffhq256/51809.png
41715,8300,0.66735649,66.7356,1,08300.png,/nas-ctm01/datasets/public/ffhq256/08300.png
41716,5338,0.99352467,99.3525,1,05338.png,/nas-ctm01/datasets/public/ffhq256/05338.png
41717,6386,0.05747528,5.7475,0,06386.png,/nas-ctm01/datasets/public/ffhq256/06386.png
41718,2099,0.44720733,44.7207,0,02099.png,/nas-ctm01/datasets/public/ffhq256/02099.png
41719,65694,0.90077907,90.0779,1,65694.png,/nas-ctm01/datasets/public/ffhq256/65694.png
41720,15272,0.44962785,44.9628,0,15272.png,/nas-ctm01/datasets/public/ffhq256/15272.png
41721,64494,0.00243990,0.2440,0,64494.png,/nas-ctm01/datasets/public/ffhq256/64494.png
41722,11866,0.16910659,16.9107,0,11866.png,/nas-ctm01/datasets/public/ffhq256/11866.png
41723,45287,0.77455038,77.4550,1,45287.png,/nas-ctm01/datasets/public/ffhq256/45287.png
41724,24489,0.00231505,0.2315,0,24489.png,/nas-ctm01/datasets/public/ffhq256/24489.png
41725,69453,0.85127884,85.1279,1,69453.png,/nas-ctm01/datasets/public/ffhq256/69453.png
41726,59828,0.00487301,0.4873,0,59828.png,/nas-ctm01/datasets/public/ffhq256/59828.png
41727,38750,0.89856619,89.8566,1,38750.png,/nas-ctm01/datasets/public/ffhq256/38750.png
41728,27351,0.98699981,98.7000,1,27351.png,/nas-ctm01/datasets/public/ffhq256/27351.png
41729,20180,0.01360463,1.3605,0,20180.png,/nas-ctm01/datasets/public/ffhq256/20180.png
41730,33028,0.03970085,3.9701,0,33028.png,/nas-ctm01/datasets/public/ffhq256/33028.png
41731,69299,0.44554281,44.5543,0,69299.png,/nas-ctm01/datasets/public/ffhq256/69299.png
41732,20970,0.28991699,28.9917,0,20970.png,/nas-ctm01/datasets/public/ffhq256/20970.png
41733,52271,0.12147696,12.1477,0,52271.png,/nas-ctm01/datasets/public/ffhq256/52271.png
41734,2082,0.07702666,7.7027,0,02082.png,/nas-ctm01/datasets/public/ffhq256/02082.png
41735,38476,0.88946992,88.9470,1,38476.png,/nas-ctm01/datasets/public/ffhq256/38476.png
41736,11842,0.03431041,3.4310,0,11842.png,/nas-ctm01/datasets/public/ffhq256/11842.png
41737,26272,0.00236570,0.2366,0,26272.png,/nas-ctm01/datasets/public/ffhq256/26272.png
41738,37669,0.97938365,97.9384,1,37669.png,/nas-ctm01/datasets/public/ffhq256/37669.png
41739,12717,0.80500948,80.5009,1,12717.png,/nas-ctm01/datasets/public/ffhq256/12717.png
41740,19124,0.74921697,74.9217,1,19124.png,/nas-ctm01/datasets/public/ffhq256/19124.png
41741,20371,0.90626770,90.6268,1,20371.png,/nas-ctm01/datasets/public/ffhq256/20371.png
41742,25609,0.93829292,93.8293,1,25609.png,/nas-ctm01/datasets/public/ffhq256/25609.png
41743,45293,0.08630894,8.6309,0,45293.png,/nas-ctm01/datasets/public/ffhq256/45293.png
41744,53275,0.97707409,97.7074,1,53275.png,/nas-ctm01/datasets/public/ffhq256/53275.png
41745,19565,0.81218302,81.2183,1,19565.png,/nas-ctm01/datasets/public/ffhq256/19565.png
41746,62761,0.02167919,2.1679,0,62761.png,/nas-ctm01/datasets/public/ffhq256/62761.png
41747,41288,0.90291893,90.2919,1,41288.png,/nas-ctm01/datasets/public/ffhq256/41288.png
41748,64812,0.99876165,99.8762,1,64812.png,/nas-ctm01/datasets/public/ffhq256/64812.png
41749,61126,0.05288479,5.2885,0,61126.png,/nas-ctm01/datasets/public/ffhq256/61126.png
41750,7914,0.92606688,92.6067,1,07914.png,/nas-ctm01/datasets/public/ffhq256/07914.png
41751,47973,0.02196593,2.1966,0,47973.png,/nas-ctm01/datasets/public/ffhq256/47973.png
41752,10485,0.00329405,0.3294,0,10485.png,/nas-ctm01/datasets/public/ffhq256/10485.png
41753,36341,0.01313143,1.3131,0,36341.png,/nas-ctm01/datasets/public/ffhq256/36341.png
41754,36612,0.99919385,99.9194,1,36612.png,/nas-ctm01/datasets/public/ffhq256/36612.png
41755,46252,0.95450556,95.4506,1,46252.png,/nas-ctm01/datasets/public/ffhq256/46252.png
41756,1020,0.01492474,1.4925,0,01020.png,/nas-ctm01/datasets/public/ffhq256/01020.png
41757,23060,0.97291857,97.2919,1,23060.png,/nas-ctm01/datasets/public/ffhq256/23060.png
41758,8769,0.98564780,98.5648,1,08769.png,/nas-ctm01/datasets/public/ffhq256/08769.png
41759,12167,0.93972957,93.9730,1,12167.png,/nas-ctm01/datasets/public/ffhq256/12167.png
41760,23081,0.02013865,2.0139,0,23081.png,/nas-ctm01/datasets/public/ffhq256/23081.png
41761,10094,0.99861181,99.8612,1,10094.png,/nas-ctm01/datasets/public/ffhq256/10094.png
41762,42273,0.49359143,49.3591,0,42273.png,/nas-ctm01/datasets/public/ffhq256/42273.png
41763,11027,0.82625091,82.6251,1,11027.png,/nas-ctm01/datasets/public/ffhq256/11027.png
41764,15175,0.00618105,0.6181,0,15175.png,/nas-ctm01/datasets/public/ffhq256/15175.png
41765,69231,0.21078397,21.0784,0,69231.png,/nas-ctm01/datasets/public/ffhq256/69231.png
41766,21663,0.14511161,14.5112,0,21663.png,/nas-ctm01/datasets/public/ffhq256/21663.png
41767,43879,0.99627292,99.6273,1,43879.png,/nas-ctm01/datasets/public/ffhq256/43879.png
41768,25836,0.06828047,6.8280,0,25836.png,/nas-ctm01/datasets/public/ffhq256/25836.png
41769,3365,0.00782858,0.7829,0,03365.png,/nas-ctm01/datasets/public/ffhq256/03365.png
41770,65673,0.99420220,99.4202,1,65673.png,/nas-ctm01/datasets/public/ffhq256/65673.png
41771,43483,0.61042511,61.0425,1,43483.png,/nas-ctm01/datasets/public/ffhq256/43483.png
41772,35223,0.01680458,1.6805,0,35223.png,/nas-ctm01/datasets/public/ffhq256/35223.png
41773,30172,0.02750745,2.7507,0,30172.png,/nas-ctm01/datasets/public/ffhq256/30172.png
41774,8390,0.34745398,34.7454,0,08390.png,/nas-ctm01/datasets/public/ffhq256/08390.png
41775,24409,0.14898954,14.8990,0,24409.png,/nas-ctm01/datasets/public/ffhq256/24409.png
41776,13764,0.01213496,1.2135,0,13764.png,/nas-ctm01/datasets/public/ffhq256/13764.png
41777,25759,0.01593898,1.5939,0,25759.png,/nas-ctm01/datasets/public/ffhq256/25759.png
41778,907,0.14538541,14.5385,0,00907.png,/nas-ctm01/datasets/public/ffhq256/00907.png
41779,14268,0.15182570,15.1826,0,14268.png,/nas-ctm01/datasets/public/ffhq256/14268.png
41780,61328,0.12020036,12.0200,0,61328.png,/nas-ctm01/datasets/public/ffhq256/61328.png
41781,40314,0.99959272,99.9593,1,40314.png,/nas-ctm01/datasets/public/ffhq256/40314.png
41782,46272,0.02608577,2.6086,0,46272.png,/nas-ctm01/datasets/public/ffhq256/46272.png
41783,17744,0.04801609,4.8016,0,17744.png,/nas-ctm01/datasets/public/ffhq256/17744.png
41784,68353,0.86119115,86.1191,1,68353.png,/nas-ctm01/datasets/public/ffhq256/68353.png
41785,35848,0.99348456,99.3485,1,35848.png,/nas-ctm01/datasets/public/ffhq256/35848.png
41786,10298,0.00933242,0.9332,0,10298.png,/nas-ctm01/datasets/public/ffhq256/10298.png
41787,27677,0.09078131,9.0781,0,27677.png,/nas-ctm01/datasets/public/ffhq256/27677.png
41788,23226,0.99588412,99.5884,1,23226.png,/nas-ctm01/datasets/public/ffhq256/23226.png
41789,28875,0.74280345,74.2803,1,28875.png,/nas-ctm01/datasets/public/ffhq256/28875.png
41790,13622,0.86927146,86.9271,1,13622.png,/nas-ctm01/datasets/public/ffhq256/13622.png
41791,66663,0.99906319,99.9063,1,66663.png,/nas-ctm01/datasets/public/ffhq256/66663.png
41792,24721,0.93649238,93.6492,1,24721.png,/nas-ctm01/datasets/public/ffhq256/24721.png
41793,66923,0.52592361,52.5924,1,66923.png,/nas-ctm01/datasets/public/ffhq256/66923.png
41794,35377,0.87640375,87.6404,1,35377.png,/nas-ctm01/datasets/public/ffhq256/35377.png
41795,27552,0.27278325,27.2783,0,27552.png,/nas-ctm01/datasets/public/ffhq256/27552.png
41796,38913,0.99605620,99.6056,1,38913.png,/nas-ctm01/datasets/public/ffhq256/38913.png
41797,6214,0.80920440,80.9204,1,06214.png,/nas-ctm01/datasets/public/ffhq256/06214.png
41798,67204,0.03733105,3.7331,0,67204.png,/nas-ctm01/datasets/public/ffhq256/67204.png
41799,16328,0.09175468,9.1755,0,16328.png,/nas-ctm01/datasets/public/ffhq256/16328.png
41800,41308,0.83606893,83.6069,1,41308.png,/nas-ctm01/datasets/public/ffhq256/41308.png
41801,28090,0.00804783,0.8048,0,28090.png,/nas-ctm01/datasets/public/ffhq256/28090.png
41802,61988,0.04194462,4.1945,0,61988.png,/nas-ctm01/datasets/public/ffhq256/61988.png
41803,44431,0.99745160,99.7452,1,44431.png,/nas-ctm01/datasets/public/ffhq256/44431.png
41804,10300,0.74315315,74.3153,1,10300.png,/nas-ctm01/datasets/public/ffhq256/10300.png
41805,62902,0.99760002,99.7600,1,62902.png,/nas-ctm01/datasets/public/ffhq256/62902.png
41806,8342,0.88579118,88.5791,1,08342.png,/nas-ctm01/datasets/public/ffhq256/08342.png
41807,39579,0.93554604,93.5546,1,39579.png,/nas-ctm01/datasets/public/ffhq256/39579.png
41808,46706,0.97757852,97.7579,1,46706.png,/nas-ctm01/datasets/public/ffhq256/46706.png
41809,11311,0.00323937,0.3239,0,11311.png,/nas-ctm01/datasets/public/ffhq256/11311.png
41810,11428,0.92030340,92.0303,1,11428.png,/nas-ctm01/datasets/public/ffhq256/11428.png
41811,32731,0.97717094,97.7171,1,32731.png,/nas-ctm01/datasets/public/ffhq256/32731.png
41812,34422,0.99098575,99.0986,1,34422.png,/nas-ctm01/datasets/public/ffhq256/34422.png
41813,38822,0.01330921,1.3309,0,38822.png,/nas-ctm01/datasets/public/ffhq256/38822.png
41814,40753,0.57946056,57.9461,1,40753.png,/nas-ctm01/datasets/public/ffhq256/40753.png
41815,50245,0.52569294,52.5693,1,50245.png,/nas-ctm01/datasets/public/ffhq256/50245.png
41816,53973,0.04905342,4.9053,0,53973.png,/nas-ctm01/datasets/public/ffhq256/53973.png
41817,58799,0.85976303,85.9763,1,58799.png,/nas-ctm01/datasets/public/ffhq256/58799.png
41818,42516,0.55774415,55.7744,1,42516.png,/nas-ctm01/datasets/public/ffhq256/42516.png
41819,30420,0.00041838,0.0418,0,30420.png,/nas-ctm01/datasets/public/ffhq256/30420.png
41820,13675,0.01962512,1.9625,0,13675.png,/nas-ctm01/datasets/public/ffhq256/13675.png
41821,35867,0.16606991,16.6070,0,35867.png,/nas-ctm01/datasets/public/ffhq256/35867.png
41822,69097,0.12111300,12.1113,0,69097.png,/nas-ctm01/datasets/public/ffhq256/69097.png
41823,9322,0.31074643,31.0746,0,09322.png,/nas-ctm01/datasets/public/ffhq256/09322.png
41824,13157,0.01222048,1.2220,0,13157.png,/nas-ctm01/datasets/public/ffhq256/13157.png
41825,51228,0.99300659,99.3007,1,51228.png,/nas-ctm01/datasets/public/ffhq256/51228.png
41826,54996,0.98159707,98.1597,1,54996.png,/nas-ctm01/datasets/public/ffhq256/54996.png
41827,35916,0.90148491,90.1485,1,35916.png,/nas-ctm01/datasets/public/ffhq256/35916.png
41828,65171,0.19341524,19.3415,0,65171.png,/nas-ctm01/datasets/public/ffhq256/65171.png
41829,3816,0.94185615,94.1856,1,03816.png,/nas-ctm01/datasets/public/ffhq256/03816.png
41830,33095,0.94965637,94.9656,1,33095.png,/nas-ctm01/datasets/public/ffhq256/33095.png
41831,31689,0.10668691,10.6687,0,31689.png,/nas-ctm01/datasets/public/ffhq256/31689.png
41832,54248,0.30765086,30.7651,0,54248.png,/nas-ctm01/datasets/public/ffhq256/54248.png
41833,34558,0.00240332,0.2403,0,34558.png,/nas-ctm01/datasets/public/ffhq256/34558.png
41834,59905,0.86425638,86.4256,1,59905.png,/nas-ctm01/datasets/public/ffhq256/59905.png
41835,44603,0.99908638,99.9086,1,44603.png,/nas-ctm01/datasets/public/ffhq256/44603.png
41836,13264,0.96695006,96.6950,1,13264.png,/nas-ctm01/datasets/public/ffhq256/13264.png
41837,51692,0.89123464,89.1235,1,51692.png,/nas-ctm01/datasets/public/ffhq256/51692.png
41838,49865,0.06540387,6.5404,0,49865.png,/nas-ctm01/datasets/public/ffhq256/49865.png
41839,22236,0.87760365,87.7604,1,22236.png,/nas-ctm01/datasets/public/ffhq256/22236.png
41840,29288,0.35299480,35.2995,0,29288.png,/nas-ctm01/datasets/public/ffhq256/29288.png
41841,38236,0.00792112,0.7921,0,38236.png,/nas-ctm01/datasets/public/ffhq256/38236.png
41842,28962,0.86043960,86.0440,1,28962.png,/nas-ctm01/datasets/public/ffhq256/28962.png
41843,52435,0.66816372,66.8164,1,52435.png,/nas-ctm01/datasets/public/ffhq256/52435.png
41844,14436,0.00050427,0.0504,0,14436.png,/nas-ctm01/datasets/public/ffhq256/14436.png
41845,42489,0.97869521,97.8695,1,42489.png,/nas-ctm01/datasets/public/ffhq256/42489.png
41846,23426,0.97805381,97.8054,1,23426.png,/nas-ctm01/datasets/public/ffhq256/23426.png
41847,19907,0.01159089,1.1591,0,19907.png,/nas-ctm01/datasets/public/ffhq256/19907.png
41848,37659,0.00358148,0.3581,0,37659.png,/nas-ctm01/datasets/public/ffhq256/37659.png
41849,547,0.04731873,4.7319,0,00547.png,/nas-ctm01/datasets/public/ffhq256/00547.png
41850,61017,0.99604851,99.6049,1,61017.png,/nas-ctm01/datasets/public/ffhq256/61017.png
41851,14482,0.00958728,0.9587,0,14482.png,/nas-ctm01/datasets/public/ffhq256/14482.png
41852,50987,0.75478172,75.4782,1,50987.png,/nas-ctm01/datasets/public/ffhq256/50987.png
41853,43917,0.00268269,0.2683,0,43917.png,/nas-ctm01/datasets/public/ffhq256/43917.png
41854,3468,0.67023277,67.0233,1,03468.png,/nas-ctm01/datasets/public/ffhq256/03468.png
41855,52973,0.01430672,1.4307,0,52973.png,/nas-ctm01/datasets/public/ffhq256/52973.png
41856,49788,0.06417270,6.4173,0,49788.png,/nas-ctm01/datasets/public/ffhq256/49788.png
41857,49483,0.38302186,38.3022,0,49483.png,/nas-ctm01/datasets/public/ffhq256/49483.png
41858,13194,0.92772651,92.7727,1,13194.png,/nas-ctm01/datasets/public/ffhq256/13194.png
41859,53802,0.23764925,23.7649,0,53802.png,/nas-ctm01/datasets/public/ffhq256/53802.png
41860,1262,0.01447829,1.4478,0,01262.png,/nas-ctm01/datasets/public/ffhq256/01262.png
41861,4793,0.00148685,0.1487,0,04793.png,/nas-ctm01/datasets/public/ffhq256/04793.png
41862,33083,0.00270658,0.2707,0,33083.png,/nas-ctm01/datasets/public/ffhq256/33083.png
41863,14814,0.07847537,7.8475,0,14814.png,/nas-ctm01/datasets/public/ffhq256/14814.png
41864,49401,0.00481699,0.4817,0,49401.png,/nas-ctm01/datasets/public/ffhq256/49401.png
41865,9115,0.98598194,98.5982,1,09115.png,/nas-ctm01/datasets/public/ffhq256/09115.png
41866,1915,0.17141421,17.1414,0,01915.png,/nas-ctm01/datasets/public/ffhq256/01915.png
41867,33218,0.87832278,87.8323,1,33218.png,/nas-ctm01/datasets/public/ffhq256/33218.png
41868,7260,0.83883548,83.8835,1,07260.png,/nas-ctm01/datasets/public/ffhq256/07260.png
41869,5760,0.25499922,25.4999,0,05760.png,/nas-ctm01/datasets/public/ffhq256/05760.png
41870,45442,0.99484861,99.4849,1,45442.png,/nas-ctm01/datasets/public/ffhq256/45442.png
41871,23040,0.01661692,1.6617,0,23040.png,/nas-ctm01/datasets/public/ffhq256/23040.png
41872,67191,0.29298344,29.2983,0,67191.png,/nas-ctm01/datasets/public/ffhq256/67191.png
41873,39130,0.21850887,21.8509,0,39130.png,/nas-ctm01/datasets/public/ffhq256/39130.png
41874,18229,0.02261491,2.2615,0,18229.png,/nas-ctm01/datasets/public/ffhq256/18229.png
41875,12811,0.30750757,30.7508,0,12811.png,/nas-ctm01/datasets/public/ffhq256/12811.png
41876,30993,0.46700245,46.7002,0,30993.png,/nas-ctm01/datasets/public/ffhq256/30993.png
41877,28384,0.05984874,5.9849,0,28384.png,/nas-ctm01/datasets/public/ffhq256/28384.png
41878,19237,0.99997354,99.9974,1,19237.png,/nas-ctm01/datasets/public/ffhq256/19237.png
41879,56181,0.99505866,99.5059,1,56181.png,/nas-ctm01/datasets/public/ffhq256/56181.png
41880,45277,0.80105764,80.1058,1,45277.png,/nas-ctm01/datasets/public/ffhq256/45277.png
41881,36326,0.93128526,93.1285,1,36326.png,/nas-ctm01/datasets/public/ffhq256/36326.png
41882,39240,0.98963159,98.9632,1,39240.png,/nas-ctm01/datasets/public/ffhq256/39240.png
41883,1237,0.02545819,2.5458,0,01237.png,/nas-ctm01/datasets/public/ffhq256/01237.png
41884,52639,0.99847156,99.8472,1,52639.png,/nas-ctm01/datasets/public/ffhq256/52639.png
41885,39459,0.86125159,86.1252,1,39459.png,/nas-ctm01/datasets/public/ffhq256/39459.png
41886,19320,0.03123850,3.1239,0,19320.png,/nas-ctm01/datasets/public/ffhq256/19320.png
41887,20263,0.01695571,1.6956,0,20263.png,/nas-ctm01/datasets/public/ffhq256/20263.png
41888,66226,0.00091567,0.0916,0,66226.png,/nas-ctm01/datasets/public/ffhq256/66226.png
41889,37964,0.13555190,13.5552,0,37964.png,/nas-ctm01/datasets/public/ffhq256/37964.png
41890,6547,0.84799284,84.7993,1,06547.png,/nas-ctm01/datasets/public/ffhq256/06547.png
41891,15014,0.99943179,99.9432,1,15014.png,/nas-ctm01/datasets/public/ffhq256/15014.png
41892,13891,0.04788505,4.7885,0,13891.png,/nas-ctm01/datasets/public/ffhq256/13891.png
41893,36433,0.98006380,98.0064,1,36433.png,/nas-ctm01/datasets/public/ffhq256/36433.png
41894,33485,0.08686224,8.6862,0,33485.png,/nas-ctm01/datasets/public/ffhq256/33485.png
41895,8900,0.00140659,0.1407,0,08900.png,/nas-ctm01/datasets/public/ffhq256/08900.png
41896,69525,0.72974938,72.9749,1,69525.png,/nas-ctm01/datasets/public/ffhq256/69525.png
41897,556,0.99961603,99.9616,1,00556.png,/nas-ctm01/datasets/public/ffhq256/00556.png
41898,20380,0.86082411,86.0824,1,20380.png,/nas-ctm01/datasets/public/ffhq256/20380.png
41899,40276,0.02318163,2.3182,0,40276.png,/nas-ctm01/datasets/public/ffhq256/40276.png
41900,50764,0.98156893,98.1569,1,50764.png,/nas-ctm01/datasets/public/ffhq256/50764.png
41901,20377,0.76511919,76.5119,1,20377.png,/nas-ctm01/datasets/public/ffhq256/20377.png
41902,47496,0.33940572,33.9406,0,47496.png,/nas-ctm01/datasets/public/ffhq256/47496.png
41903,38783,0.03749677,3.7497,0,38783.png,/nas-ctm01/datasets/public/ffhq256/38783.png
41904,33655,0.10375763,10.3758,0,33655.png,/nas-ctm01/datasets/public/ffhq256/33655.png
41905,50615,0.00631412,0.6314,0,50615.png,/nas-ctm01/datasets/public/ffhq256/50615.png
41906,7582,0.07714701,7.7147,0,07582.png,/nas-ctm01/datasets/public/ffhq256/07582.png
41907,14821,0.01571275,1.5713,0,14821.png,/nas-ctm01/datasets/public/ffhq256/14821.png
41908,19191,0.04555935,4.5559,0,19191.png,/nas-ctm01/datasets/public/ffhq256/19191.png
41909,47667,0.01327007,1.3270,0,47667.png,/nas-ctm01/datasets/public/ffhq256/47667.png
41910,60651,0.03571023,3.5710,0,60651.png,/nas-ctm01/datasets/public/ffhq256/60651.png
41911,8079,0.06334870,6.3349,0,08079.png,/nas-ctm01/datasets/public/ffhq256/08079.png
41912,59366,0.90436542,90.4365,1,59366.png,/nas-ctm01/datasets/public/ffhq256/59366.png
41913,42635,0.99758863,99.7589,1,42635.png,/nas-ctm01/datasets/public/ffhq256/42635.png
41914,35855,0.98388821,98.3888,1,35855.png,/nas-ctm01/datasets/public/ffhq256/35855.png
41915,59953,0.00607941,0.6079,0,59953.png,/nas-ctm01/datasets/public/ffhq256/59953.png
41916,39208,0.91783798,91.7838,1,39208.png,/nas-ctm01/datasets/public/ffhq256/39208.png
41917,27164,0.00160930,0.1609,0,27164.png,/nas-ctm01/datasets/public/ffhq256/27164.png
41918,58913,0.32115421,32.1154,0,58913.png,/nas-ctm01/datasets/public/ffhq256/58913.png
41919,13512,0.10910415,10.9104,0,13512.png,/nas-ctm01/datasets/public/ffhq256/13512.png
41920,21388,0.98911929,98.9119,1,21388.png,/nas-ctm01/datasets/public/ffhq256/21388.png
41921,37972,0.21948139,21.9481,0,37972.png,/nas-ctm01/datasets/public/ffhq256/37972.png
41922,49172,0.01005918,1.0059,0,49172.png,/nas-ctm01/datasets/public/ffhq256/49172.png
41923,15533,0.99112868,99.1129,1,15533.png,/nas-ctm01/datasets/public/ffhq256/15533.png
41924,29218,0.97413754,97.4138,1,29218.png,/nas-ctm01/datasets/public/ffhq256/29218.png
41925,19749,0.96258414,96.2584,1,19749.png,/nas-ctm01/datasets/public/ffhq256/19749.png
41926,42397,0.87286085,87.2861,1,42397.png,/nas-ctm01/datasets/public/ffhq256/42397.png
41927,30311,0.99225110,99.2251,1,30311.png,/nas-ctm01/datasets/public/ffhq256/30311.png
41928,49783,0.05230999,5.2310,0,49783.png,/nas-ctm01/datasets/public/ffhq256/49783.png
41929,45786,0.00878202,0.8782,0,45786.png,/nas-ctm01/datasets/public/ffhq256/45786.png
41930,20264,0.84092695,84.0927,1,20264.png,/nas-ctm01/datasets/public/ffhq256/20264.png
41931,56290,0.99828053,99.8281,1,56290.png,/nas-ctm01/datasets/public/ffhq256/56290.png
41932,26951,0.62420177,62.4202,1,26951.png,/nas-ctm01/datasets/public/ffhq256/26951.png
41933,28222,0.00386190,0.3862,0,28222.png,/nas-ctm01/datasets/public/ffhq256/28222.png
41934,5440,0.66037309,66.0373,1,05440.png,/nas-ctm01/datasets/public/ffhq256/05440.png
41935,49565,0.80203724,80.2037,1,49565.png,/nas-ctm01/datasets/public/ffhq256/49565.png
41936,43659,0.90251267,90.2513,1,43659.png,/nas-ctm01/datasets/public/ffhq256/43659.png
41937,24807,0.85790974,85.7910,1,24807.png,/nas-ctm01/datasets/public/ffhq256/24807.png
41938,52067,0.41142803,41.1428,0,52067.png,/nas-ctm01/datasets/public/ffhq256/52067.png
41939,3345,0.07311684,7.3117,0,03345.png,/nas-ctm01/datasets/public/ffhq256/03345.png
41940,64043,0.04524170,4.5242,0,64043.png,/nas-ctm01/datasets/public/ffhq256/64043.png
41941,2769,0.98858798,98.8588,1,02769.png,/nas-ctm01/datasets/public/ffhq256/02769.png
41942,39587,0.00556144,0.5561,0,39587.png,/nas-ctm01/datasets/public/ffhq256/39587.png
41943,11227,0.21203160,21.2032,0,11227.png,/nas-ctm01/datasets/public/ffhq256/11227.png
41944,61007,0.61661696,61.6617,1,61007.png,/nas-ctm01/datasets/public/ffhq256/61007.png
41945,58217,0.10728144,10.7281,0,58217.png,/nas-ctm01/datasets/public/ffhq256/58217.png
41946,12011,0.51312375,51.3124,1,12011.png,/nas-ctm01/datasets/public/ffhq256/12011.png
41947,8360,0.07992633,7.9926,0,08360.png,/nas-ctm01/datasets/public/ffhq256/08360.png
41948,8629,0.41004151,41.0042,0,08629.png,/nas-ctm01/datasets/public/ffhq256/08629.png
41949,25399,0.46462420,46.4624,0,25399.png,/nas-ctm01/datasets/public/ffhq256/25399.png
41950,13416,0.00634883,0.6349,0,13416.png,/nas-ctm01/datasets/public/ffhq256/13416.png
41951,58491,0.98855060,98.8551,1,58491.png,/nas-ctm01/datasets/public/ffhq256/58491.png
41952,14778,0.92849576,92.8496,1,14778.png,/nas-ctm01/datasets/public/ffhq256/14778.png
41953,57181,0.99855441,99.8554,1,57181.png,/nas-ctm01/datasets/public/ffhq256/57181.png
41954,35077,0.90701443,90.7014,1,35077.png,/nas-ctm01/datasets/public/ffhq256/35077.png
41955,67750,0.11644823,11.6448,0,67750.png,/nas-ctm01/datasets/public/ffhq256/67750.png
41956,55225,0.19619335,19.6193,0,55225.png,/nas-ctm01/datasets/public/ffhq256/55225.png
41957,30401,0.00535075,0.5351,0,30401.png,/nas-ctm01/datasets/public/ffhq256/30401.png
41958,11537,0.00107492,0.1075,0,11537.png,/nas-ctm01/datasets/public/ffhq256/11537.png
41959,64249,0.97116888,97.1169,1,64249.png,/nas-ctm01/datasets/public/ffhq256/64249.png
41960,58177,0.16544768,16.5448,0,58177.png,/nas-ctm01/datasets/public/ffhq256/58177.png
41961,41682,0.18439716,18.4397,0,41682.png,/nas-ctm01/datasets/public/ffhq256/41682.png
41962,63674,0.08512175,8.5122,0,63674.png,/nas-ctm01/datasets/public/ffhq256/63674.png
41963,38718,0.95316893,95.3169,1,38718.png,/nas-ctm01/datasets/public/ffhq256/38718.png
41964,63881,0.87692773,87.6928,1,63881.png,/nas-ctm01/datasets/public/ffhq256/63881.png
41965,46856,0.99751890,99.7519,1,46856.png,/nas-ctm01/datasets/public/ffhq256/46856.png
41966,66993,0.99181986,99.1820,1,66993.png,/nas-ctm01/datasets/public/ffhq256/66993.png
41967,36950,0.08677756,8.6778,0,36950.png,/nas-ctm01/datasets/public/ffhq256/36950.png
41968,23826,0.11015601,11.0156,0,23826.png,/nas-ctm01/datasets/public/ffhq256/23826.png
41969,16551,0.39426816,39.4268,0,16551.png,/nas-ctm01/datasets/public/ffhq256/16551.png
41970,27003,0.82580662,82.5807,1,27003.png,/nas-ctm01/datasets/public/ffhq256/27003.png
41971,50178,0.99696237,99.6962,1,50178.png,/nas-ctm01/datasets/public/ffhq256/50178.png
41972,30596,0.00637119,0.6371,0,30596.png,/nas-ctm01/datasets/public/ffhq256/30596.png
41973,18195,0.97267717,97.2677,1,18195.png,/nas-ctm01/datasets/public/ffhq256/18195.png
41974,68002,0.99451149,99.4511,1,68002.png,/nas-ctm01/datasets/public/ffhq256/68002.png
41975,13115,0.01177012,1.1770,0,13115.png,/nas-ctm01/datasets/public/ffhq256/13115.png
41976,31182,0.98597383,98.5974,1,31182.png,/nas-ctm01/datasets/public/ffhq256/31182.png
41977,69894,0.99752516,99.7525,1,69894.png,/nas-ctm01/datasets/public/ffhq256/69894.png
41978,65560,0.11590363,11.5904,0,65560.png,/nas-ctm01/datasets/public/ffhq256/65560.png
41979,45163,0.24365978,24.3660,0,45163.png,/nas-ctm01/datasets/public/ffhq256/45163.png
41980,12199,0.10598969,10.5990,0,12199.png,/nas-ctm01/datasets/public/ffhq256/12199.png
41981,36380,0.00746877,0.7469,0,36380.png,/nas-ctm01/datasets/public/ffhq256/36380.png
41982,34994,0.30481857,30.4819,0,34994.png,/nas-ctm01/datasets/public/ffhq256/34994.png
41983,1368,0.03609214,3.6092,0,01368.png,/nas-ctm01/datasets/public/ffhq256/01368.png
41984,63804,0.09274342,9.2743,0,63804.png,/nas-ctm01/datasets/public/ffhq256/63804.png
41985,62478,0.48154342,48.1543,0,62478.png,/nas-ctm01/datasets/public/ffhq256/62478.png
41986,12655,0.95424038,95.4240,1,12655.png,/nas-ctm01/datasets/public/ffhq256/12655.png
41987,19144,0.23064230,23.0642,0,19144.png,/nas-ctm01/datasets/public/ffhq256/19144.png
41988,32396,0.99898523,99.8985,1,32396.png,/nas-ctm01/datasets/public/ffhq256/32396.png
41989,25259,0.01489569,1.4896,0,25259.png,/nas-ctm01/datasets/public/ffhq256/25259.png
41990,19887,0.02505205,2.5052,0,19887.png,/nas-ctm01/datasets/public/ffhq256/19887.png
